__time,/cosine,/dict/a,/dict/b,/float,/int,/list[0],/list[1],/list[2],/mug/attitude/pitch,/mug/attitude/roll,/mug/attitude/yaw,/mug/position/x,/mug/position/y,/mug/position/z,/mug/setpoint/clamped pitch,/mug/setpoint/clamped roll,/mug/setpoint/yaw,/sine,/ts
1733870206.410166,-0.453990500,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.125333234,
1733870206.420467,-0.522498565,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.248689887,
1733870206.430606,-0.587785252,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.368124553,
1733870206.446399,-0.649448048,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.481753674,
1733870206.450979,-0.707106781,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.587785252,
1733870206.461158,-0.760405966,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.684547106,
1733870206.471456,-0.809016994,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.770513243,
1733870206.481660,-0.852640164,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.844327926,
1733870206.491897,-0.891006524,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.904827052,
1733870206.502199,-0.923879533,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.951056516,
1733870206.512262,-0.951056516,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.982287251,
1733870206.522507,-0.972369920,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.998026728,
1733870206.532758,-0.987688341,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.998026728,
1733870206.543457,-0.996917334,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.982287251,
1733870206.553019,-1.000000000,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.951056516,
1733870206.563226,-0.996917334,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.904827052,
1733870206.573456,-0.987688341,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.844327926,
1733870206.583711,-0.972369920,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.770513243,
1733870206.593983,-0.951056516,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.684547106,
1733870206.604250,-0.923879533,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.587785252,
1733870206.614478,-0.891006524,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.481753674,
1733870206.624713,-0.852640164,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.368124553,
1733870206.634959,-0.809016994,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.248689887,
1733870206.645224,-0.760405966,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.125333234,
1733870206.655476,-0.707106781,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,-0.000000000,
1733870206.665688,-0.649448048,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,0.125333234,
1733870206.676035,-0.587785252,1.000000000,2.000000000,5.500000000,5.000000000,1.000000000,2.000000000,3.000000000,,,,,,,,,,0.248689887,
