1.396457900775719720e-02,-7.376731116963787527e-02,1.396457900775719720e-02,1.717743682547195061e-01
3.962095169530224087e-02,-4.972062824938053294e-02,3.962095169530224087e-02,2.068911330457597897e-01
2.264269809036616524e-02,-6.298627216505177373e-02,2.264269809036616524e-02,1.886011801421345890e-01
2.080187181755199094e-02,-7.720722251116642065e-02,2.080187181755199094e-02,1.877062272935506593e-01
3.062031473858138966e-02,-6.715780005774206474e-02,3.062031473858138966e-02,1.880070124110588270e-01
2.397547817485924659e-02,-7.317104136459844088e-02,2.397547817485924659e-02,1.812050031660661087e-01
2.850668481907096125e-02,-7.401955026070408672e-02,2.850668481907096125e-02,1.854867996543566599e-01
3.731778027150875476e-02,-7.118297301677820044e-02,3.731778027150875476e-02,1.850369042146158272e-01
2.867966727273759883e-02,-7.453430485205747580e-02,2.867966727273759883e-02,1.807412538792027012e-01
4.273346999267389063e-02,-6.991839509605934921e-02,4.273346999267389063e-02,1.813368968871036102e-01
3.373581449187808279e-02,-7.249131028100513907e-02,3.373581449187808279e-02,1.766547686968211739e-01
3.920872129371837100e-02,-7.021292688670983939e-02,3.920872129371837100e-02,1.737212208629504706e-01
4.703970832007447339e-02,-6.828622645367571353e-02,4.703970832007447339e-02,1.745078645983869359e-01
4.046031004131995373e-02,-7.191109844090065595e-02,4.046031004131995373e-02,1.709024253068600341e-01
5.615062626540416602e-02,-6.884685642536385319e-02,5.615062626540416602e-02,1.687462919527609462e-01
4.457318391560122217e-02,-7.328709435499544678e-02,4.457318391560122217e-02,1.694479845059091994e-01
5.040436747454236921e-02,-6.725492800020980988e-02,5.040436747454236921e-02,1.619029689668066985e-01
5.837465824927129399e-02,-6.299327256664284669e-02,5.837465824927129399e-02,1.513689149811678625e-01
5.084196941778877654e-02,-6.693994091763828813e-02,5.084196941778877654e-02,1.539567050073490373e-01
6.701967546006150356e-02,-6.339831937999405864e-02,6.701967546006150356e-02,1.449648936932039778e-01
7.009067919860043072e-02,-9.959403788487140863e-02,7.009067919860043072e-02,1.176074521040385845e-01
7.147670405867562193e-02,-9.661838122727472999e-02,7.147670405867562193e-02,1.139334584525298621e-01
8.570920239137021224e-02,-1.096606014713930183e-01,8.570920239137021224e-02,1.047978747079483935e-01
7.145598156350928265e-02,-1.051529002478330532e-01,7.145598156350928265e-02,1.218219289838126662e-01
8.470741260208118628e-02,-1.060798111840822455e-01,8.470741260208118628e-02,1.004988189857492775e-01
7.418400622773978215e-02,-9.880371871938548045e-02,7.418400622773978215e-02,1.142134694304119125e-01
7.741651605216749721e-02,-9.678061395309407733e-02,7.741651605216749721e-02,1.050300501338242432e-01
8.867461527262449072e-02,-1.061227867200763841e-01,8.867461527262449072e-02,9.663257713693985951e-02
7.437341642607001035e-02,-8.323260065979723454e-02,7.437341642607001035e-02,9.500028407038552114e-02
9.329554079499197128e-02,-1.084433637933963912e-01,9.329554079499197128e-02,1.078862912926575740e-01
7.758535019310282277e-02,-8.667634481404896951e-02,7.758535019310282277e-02,9.690028078769225006e-02
8.235955959119878322e-02,-8.829131600400727531e-02,8.235955959119878322e-02,9.797759359142364788e-02
9.063590049385915337e-02,-8.087727910888736771e-02,9.063590049385915337e-02,7.642064175345487931e-02
8.294034814565359737e-02,-8.945343392043705877e-02,8.294034814565359737e-02,1.013963101004036055e-01
9.447836424434873093e-02,-9.543603336141556759e-02,9.447836424434873093e-02,8.289427506834094739e-02
8.377720330860848053e-02,-8.402283919223695052e-02,8.377720330860848053e-02,9.169512812607026608e-02
8.631515217091535741e-02,-8.329737078049662125e-02,8.631515217091535741e-02,8.930656453082824742e-02
9.693731262605417842e-02,-9.001154474246020332e-02,9.693731262605417842e-02,7.652191597922161637e-02
8.523193475213933223e-02,-8.079211826211647740e-02,8.523193475213933223e-02,8.771334019795931636e-02
9.635370151040935360e-02,-8.306620053907845524e-02,9.635370151040935360e-02,6.248816800372745950e-02
8.822339414439681060e-02,-7.354073591803489407e-02,8.822339414439681060e-02,8.138701662943204074e-02
9.019849184779922535e-02,-7.153289282203798005e-02,9.019849184779922535e-02,7.570940486471468278e-02
1.019564887524187918e-01,-9.154474477465364413e-02,1.019564887524187918e-01,7.486276761253239653e-02
8.879933080733583284e-02,-7.399272486753578904e-02,8.879933080733583284e-02,7.993278005174336842e-02
1.033972931651420263e-01,-7.552496461048785470e-02,1.033972931651420263e-01,5.878508822326607847e-02
9.447535127501506536e-02,-7.873692456321254585e-02,9.447535127501506536e-02,8.080776920667920304e-02
9.478374585490001447e-02,-7.533324853601727766e-02,9.478374585490001447e-02,7.796634206190800054e-02
1.064648319754041284e-01,-8.507170231497267199e-02,1.064648319754041284e-01,4.901866723344149024e-02
9.114055645255256244e-02,-6.785992232777035560e-02,9.114055645255256244e-02,6.750011987257184543e-02
1.124231808598158133e-01,-5.725849233316765430e-02,1.124231808598158133e-01,3.478650537684532806e-02
9.673132646680340785e-02,-7.007900451658639895e-02,9.673132646680340785e-02,7.018318577424925708e-02
1.009265474772540749e-01,-6.832834120823581825e-02,1.009265474772540749e-01,6.252268349900803879e-02
1.064567102693941975e-01,-7.177185203639384337e-02,1.064567102693941975e-01,5.119205005491148097e-02
9.805801110876226356e-02,-6.304551359758496509e-02,9.805801110876226356e-02,6.210013495542170830e-02
1.103460147765978616e-01,-8.135545398632390568e-02,1.103460147765978616e-01,6.229307184452818891e-02
1.021316772890567548e-01,-6.402886116656840432e-02,1.021316772890567548e-01,6.024251106825468521e-02
8.292652433940368717e-02,-1.205743290524111805e-01,8.292652433940368717e-02,2.518058634950546670e-03
8.864100613037524667e-02,-1.132199672405136415e-01,8.864100613037524667e-02,-2.921935867934151096e-02
8.853698716935884394e-02,-1.030270288831477699e-01,8.853698716935884394e-02,-1.871775425168692246e-04
9.178566791110992495e-02,-1.202618258840611187e-01,9.178566791110992495e-02,-3.026143697918349390e-02
8.143997845584607931e-02,-1.144298713598133205e-01,8.143997845584607931e-02,-1.487503140711405117e-02
8.702433200856633799e-02,-1.040182068487673084e-01,8.702433200856633799e-02,-9.925438987376874675e-03
9.267368957021820952e-02,-1.265292474906067888e-01,9.267368957021820952e-02,-3.815577549371868687e-02
8.869526322605698898e-02,-1.048741683794997548e-01,8.869526322605698898e-02,-1.515774932812278229e-02
8.897494802206241948e-02,-1.230066287311631645e-01,8.897494802206241948e-02,-3.889324510561237291e-02
8.879411013422915111e-02,-1.021345790295106332e-01,8.879411013422915111e-02,-1.851987300667993705e-02
8.713327980938362360e-02,-1.081486327217210663e-01,8.713327980938362360e-02,-3.059316364192762178e-02
8.898177317895177019e-02,-1.113633272977387761e-01,8.898177317895177019e-02,-5.077411631353103555e-02
9.146407581742632686e-02,-1.002702959608662570e-01,9.146407581742632686e-02,-2.925803872059284591e-02
9.757164591976147383e-02,-1.166209002456448374e-01,9.757164591976147383e-02,-5.423539436482038151e-02
9.414754532703398238e-02,-9.459323394017235542e-02,9.414754532703398238e-02,-3.067603155244273336e-02
9.373602292551336257e-02,-9.953265248918127805e-02,9.373602292551336257e-02,-4.413207587155541789e-02
9.403778151026874477e-02,-1.104776026360619334e-01,9.403778151026874477e-02,-5.879138542730998063e-02
9.417460506466002190e-02,-9.234215534039504070e-02,9.417460506466002190e-02,-4.231423128305715486e-02
9.730982055675665987e-02,-1.078938516782179807e-01,9.730982055675665987e-02,-6.671592291417097198e-02
9.625018420052917911e-02,-8.970189015090908324e-02,9.625018420052917911e-02,-4.817530543848685953e-02
9.692708567200930547e-02,-9.325507291896625861e-02,9.692708567200930547e-02,-5.388294472892916909e-02
9.568179055791636856e-02,-9.998964111994738946e-02,9.568179055791636856e-02,-6.856527239115953187e-02
9.630125032538211505e-02,-8.689935648291764736e-02,9.630125032538211505e-02,-5.424487547334251591e-02
1.037296735770808637e-01,-9.657908858538487296e-02,1.037296735770808637e-01,-8.259244687689401565e-02
9.983850414689428299e-02,-8.079551154083554343e-02,9.983850414689428299e-02,-5.856631654776071200e-02
1.009975331550899830e-01,-8.110192804407742595e-02,1.009975331550899830e-01,-6.372838149767461047e-02
1.063084592889174812e-01,-9.361417597120315348e-02,1.063084592889174812e-01,-8.838191064031598876e-02
1.034912542352125209e-01,-7.351413899909391148e-02,1.034912542352125209e-01,-6.381450825643705804e-02
1.071411525785199992e-01,-8.367276018473787658e-02,1.071411525785199992e-01,-8.761284143546795022e-02
1.077973929739162173e-01,-6.769496786344436634e-02,1.077973929739162173e-01,-6.852165498615910011e-02
1.092944211323709780e-01,-6.666961187023776048e-02,1.092944211323709780e-01,-7.262721209240209641e-02
1.141946670745044301e-01,-7.794330051662334835e-02,1.141946670745044301e-01,-9.238115524412050805e-02
1.112008723263080701e-01,-6.022026697383880273e-02,1.112008723263080701e-01,-7.150943801232699515e-02
1.182480046649640459e-01,-6.863103208148768619e-02,1.182480046649640459e-01,-9.393025589800542419e-02
1.098637954069010408e-01,-6.330616161693744526e-02,1.098637954069010408e-01,-7.061526087793160156e-02
