2.949549502247954980e+00,1.052698162208687549e+01,4.866627550780218314e+01
4.020607109649158240e+00,1.106744605090147360e+01,5.086036188645803691e+01
3.400983352645039037e+00,1.077202356660736093e+01,5.067070768857592356e+01
3.577135904575842407e+00,1.080931037493630775e+01,5.136433512549732683e+01
3.456296817266990118e+00,1.139348865663444599e+01,5.118021743730375306e+01
3.367470451081737703e+00,1.190254556112803108e+01,5.097584200380454433e+01
4.277143731040597530e+00,1.220707448889963942e+01,5.113804958998593264e+01
4.142559490191890958e+00,1.211685260223456062e+01,5.105579718762712815e+01
5.185331642704737121e+00,1.273168980312646781e+01,5.091838120206884355e+01
5.620950750239399163e+00,1.333449617302793300e+01,5.073105983430954069e+01
6.658336595183808271e+00,1.387390939071165263e+01,5.035796546208491264e+01
7.362194702029179361e+00,1.401256245930450639e+01,4.986405100869912133e+01
8.236300440603715245e+00,1.397926643062750962e+01,4.961166568359936946e+01
9.375785393447415572e+00,1.444794423126147542e+01,4.922399009108306700e+01
1.004417041836738278e+01,1.535054850416788952e+01,4.890417568354583722e+01
1.113807490076292339e+01,1.582103901812853941e+01,4.879033016654375388e+01
1.234439651540842320e+01,1.683586780846276909e+01,4.791131235226041696e+01
1.330979945159838884e+01,1.729233137691369038e+01,4.697924494974894571e+01
1.451220524754424801e+01,1.802001590869693359e+01,4.626920473761300912e+01
1.657076181375937907e+01,1.871797334558715775e+01,4.546755834571709443e+01
2.027928034485195496e+01,1.956138508586004932e+01,4.500607951275480190e+01
1.861697042466924756e+01,2.081815536796113975e+01,4.424705008629441494e+01
2.024383222263611870e+01,2.185510225610205026e+01,4.404035317955767681e+01
2.139624554949043045e+01,2.196942853672845786e+01,4.450207521577877401e+01
2.280001396403570979e+01,2.299158500238744551e+01,4.383006075746456531e+01
2.665322206203745026e+01,2.500382855739132637e+01,4.353649247818282930e+01
2.843558847304351289e+01,2.546950562675896634e+01,4.267076688362564596e+01
2.759278074905342137e+01,2.628492148770586923e+01,4.232982206348481924e+01
2.883118129355121795e+01,2.777619435720265173e+01,4.012231582503898863e+01
3.022321015539136013e+01,2.912541699232579617e+01,4.082017242334928397e+01
3.212509310143875751e+01,3.019746222536787883e+01,3.917985694829829413e+01
3.357882177261734569e+01,3.109296197823295316e+01,3.875342932283857067e+01
3.518864429989861975e+01,3.217093408992025871e+01,3.738848189977016290e+01
3.575097621522844094e+01,3.326699744896632183e+01,3.807648173104006872e+01
3.790177719343814289e+01,3.467820392817543507e+01,3.759274662161394787e+01
3.840849211086678139e+01,3.480508676439450966e+01,3.687566221873330363e+01
3.997205773641374549e+01,3.639516057728633314e+01,3.627874822873736349e+01
4.118020344963872503e+01,3.822740309470559339e+01,3.575206585341821608e+01
4.108554792752138951e+01,3.792768675690513902e+01,3.517670937900187766e+01
4.328721780972525579e+01,3.916400486502302414e+01,3.413856865870589274e+01
4.419375132186070232e+01,4.009043627752950556e+01,3.343402804689311836e+01
4.476527482802526947e+01,4.155907499287613405e+01,3.244996261341092492e+01
4.556096898531031769e+01,4.181895661434064948e+01,3.270573744080530787e+01
4.676673558544467824e+01,4.286271333965090946e+01,3.190952470986491463e+01
4.775960795561950079e+01,4.288312704651831098e+01,3.103688872341718863e+01
4.840711617909559550e+01,4.414444175487661681e+01,3.159664151254572673e+01
4.842428089806722369e+01,4.520965901090605854e+01,3.126100365732584407e+01
4.972492701724679165e+01,4.573421266035428800e+01,3.043435038868609155e+01
5.011513271526825974e+01,4.629345339915416702e+01,2.951992337707133629e+01
