9.139625306421869655e-02,3.972577261892933920e-01,-3.928669688981281105e-01
2.721075187080191915e-01,6.493594988467102924e-01,-4.105791125970084110e-01
1.510150012512247453e-01,5.123210264018537297e-01,-4.025402124496582079e-01
1.385137232197029000e-01,4.515182091228294725e-01,-4.238618237405500921e-01
2.153744707082490550e-01,4.972860423397816865e-01,-4.082639928141374996e-01
1.660892706099721394e-01,4.426564952202673431e-01,-4.070019632078151206e-01
1.941651578060264172e-01,4.616360074790486490e-01,-4.152104577111297989e-01
2.648639905311615528e-01,4.757924386701606889e-01,-4.099520976452314946e-01
1.901035930476911440e-01,4.438255365140232334e-01,-4.084411869611807577e-01
2.965718070386880734e-01,4.770162490516429155e-01,-4.020087555499854970e-01
2.197559592378511284e-01,4.451368559566228900e-01,-3.986340123206088548e-01
2.580293162582005806e-01,4.508142129825402078e-01,-3.902949163735768834e-01
3.115688810323533620e-01,4.744142317359053562e-01,-3.884708243489266577e-01
2.548523094802767064e-01,4.434067527610334736e-01,-3.885019166843472482e-01
3.726278014461542054e-01,4.718183302853369288e-01,-3.801493101012717313e-01
2.755660623251519059e-01,4.462819815484334041e-01,-3.883764047753428539e-01
3.129742229247907681e-01,4.560460699435088250e-01,-3.666528981619835426e-01
3.730717484615091450e-01,4.515179684895835321e-01,-3.429797461095575040e-01
3.065379657940833225e-01,4.388844233743916523e-01,-3.534348870129299658e-01
4.208392252629753472e-01,4.656279307196632966e-01,-3.333813800648862125e-01
3.454958959810713326e-01,4.474793690594633389e-01,-3.475226332741106483e-01
3.612853894868170435e-01,4.485991127848885651e-01,-3.368831851474411998e-01
5.064186892828764774e-01,4.626742222754529066e-01,-3.431338080305214033e-01
3.609782049950014948e-01,4.482434408944072635e-01,-3.631599872797859341e-01
5.043215753698591097e-01,4.531896906758536847e-01,-3.305260453712542401e-01
3.877714558392702515e-01,4.534779480707010202e-01,-3.408277455290202873e-01
4.330054010168142287e-01,4.440360469637386620e-01,-3.228972941661854001e-01
5.500065748312068514e-01,4.496426471670749714e-01,-3.244088148826162477e-01
4.246361519086730985e-01,4.194165328938554427e-01,-2.851728201341376945e-01
5.662793768648216597e-01,4.862027760995946135e-01,-3.461276964288971247e-01
4.552967623470793312e-01,4.238219146113493263e-01,-2.937228116618813556e-01
4.895699244862535271e-01,4.426525829328892270e-01,-2.980304691418395602e-01
5.869333868366204410e-01,4.261211017490316721e-01,-2.516768539175994746e-01
4.928563822513106207e-01,4.468084874767572767e-01,-3.053598094801234786e-01
6.294968047581537274e-01,4.213379297931063583e-01,-2.853286981652732313e-01
5.177180476957706778e-01,4.267342967204784121e-01,-2.811489493886537572e-01
5.424396566252258634e-01,4.279687161700688192e-01,-2.761664946033683399e-01
6.608853670387684343e-01,4.093175357086241140e-01,-2.664537282925845130e-01
5.413855723821379140e-01,4.154463576075026476e-01,-2.696089269373648234e-01
6.841961270493691627e-01,3.644586389981854802e-01,-2.328871567277416010e-01
5.717019951197241934e-01,4.150639424835292357e-01,-2.478845818934509171e-01
5.999560377841527403e-01,4.012751422886389752e-01,-2.355878452953681368e-01
7.223909955816570916e-01,3.845684106603012298e-01,-2.662522108128347331e-01
5.904837869868322375e-01,3.956699684703819941e-01,-2.462809845380260765e-01
7.432799666275575756e-01,3.691117305608788146e-01,-2.148962386876549224e-01
6.394213218154253253e-01,4.030480059715020880e-01,-2.552716931484003138e-01
6.427132549560040653e-01,4.024981620841614482e-01,-2.452795209054700609e-01
8.074118060498542970e-01,3.070977956653960783e-01,-2.145447451789709858e-01
6.351823253734220076e-01,3.580065830689656559e-01,-2.165762228793158828e-01
