-4.152994745914351249e-02,0.000000000000000000e+00,-1.805116943337690405e-01,0.000000000000000000e+00,8.493867422938234935e-01,0.000000000000000000e+00
-4.345159813887722322e-02,-2.524663158217642089e-01,-1.831924986602912198e-01,-3.522038624886227876e-01,8.876807736745271349e-01,0.000000000000000000e+00
-4.448045750700635459e-02,-7.599853762075108043e-02,-1.852202030661413701e-01,-1.497800130371404470e-01,8.843706834812553597e-01,-6.112643327991520298e-02
-4.605993768094829299e-02,-5.314225675414615407e-02,-1.869269823586791890e-01,-5.742528768837772829e-02,8.964767660377032099e-01,8.654691699414950035e-02
-4.792735333985675972e-02,-1.572161575235330733e-01,-1.883341499186268753e-01,-1.184682562296029834e-01,8.932633061675649966e-01,-4.599789332854105350e-02
-5.022438446710597582e-02,-7.947967600084059059e-02,-1.894021979573884684e-01,-3.695557760062288116e-02,8.896962819428130276e-01,-4.235516421799903619e-02
-5.262579751211560186e-02,-1.120833297019502156e-01,-1.906889082037938332e-01,-6.005579468239792551e-02,8.925273383933907123e-01,2.244532548517070430e-02
-5.541362728624465994e-02,-2.044446195920656961e-01,-1.917389103754865431e-01,-7.700157898974402393e-02,8.910917631545545170e-01,-2.070803327601127702e-02
-5.817227564827831543e-02,-8.881135573690511487e-02,-1.926237314933587352e-01,-2.848574836299292215e-02,8.886934017616894277e-01,-2.448009618069547227e-02
-6.110726401295907273e-02,-2.318791734245127800e-01,-1.935484243753513856e-01,-7.305549273320841031e-02,8.854240271349504976e-01,-7.069437595625525927e-02
-6.433355490784187225e-02,-1.118332325545900591e-01,-1.942744097995110220e-01,-2.516490279908149830e-02,8.789123019189694075e-01,-7.410273383859182494e-02
-6.781105289720845697e-02,-1.556370707967927036e-01,-1.949692750621327686e-01,-3.109902418450896655e-02,8.702918684841992603e-01,-1.149785795424677765e-01
-7.072720763710149683e-02,-2.230472033508823781e-01,-1.957837408510153254e-01,-6.229584251824978741e-02,8.658869135774923675e-01,-1.129748178756617427e-01
-7.470357353015466551e-02,-1.293928187338257985e-01,-1.962863688867680090e-01,-1.635575298397628705e-02,8.591206980584630282e-01,-8.328766431283264604e-02
-7.813710510686067146e-02,-2.870667017422670053e-01,-1.969433895207687024e-01,-5.493141454086639813e-02,8.535388836516233368e-01,-1.374913725628761074e-01
-8.205839118769286955e-02,-1.358700197767766238e-01,-1.974302045020601970e-01,-1.686782340595490218e-02,8.515519045413018073e-01,-5.158472754868687754e-02
-8.591889344524727967e-02,-1.772303590209221846e-01,-1.980587773340140301e-01,-2.885691582228157998e-02,8.362101494983735783e-01,-1.889759101756670612e-01
-8.941452958148610186e-02,-2.521976164299407630e-01,-1.983559995645471086e-01,-2.144351848104123631e-02,8.199425044740370483e-01,-3.406570460219459084e-01
-9.371164784363750222e-02,-1.434894299361081094e-01,-1.984482436852187670e-01,-3.080216899477896883e-03,8.075499649507059674e-01,-1.886172224889939852e-01
-9.754617384353614362e-02,-2.949308248272367039e-01,-1.989645645183579503e-01,-3.971258225847225376e-02,7.935585959753894691e-01,-3.161892523445669623e-01
-1.025264773348106839e-01,-1.714693190503170095e-01,-1.993304777052626597e-01,-1.259820512946791850e-02,7.855042709119365307e-01,-1.483738931058032895e-01
-1.064432663939782753e-01,-1.817259103109795937e-01,-1.996170874356868741e-01,-1.329773275469523473e-02,7.722567083006786071e-01,-1.907541209757283585e-01
-1.113528615085883633e-01,-3.738894332847256807e-01,-2.000386706644662060e-01,-3.210560358054447005e-02,7.686491667244349513e-01,-1.163714686536072157e-01
-1.159830809431883214e-01,-1.512527289788029583e-01,-2.003586980082210089e-01,-1.045415012710591146e-02,7.767077364855056176e-01,3.671830470675532809e-02
-1.203866653672553966e-01,-3.424487209456240078e-01,-2.005753473478843196e-01,-1.684793162041684639e-02,7.649788715669164629e-01,-2.188468678925526989e-01
-1.249663858186000898e-01,-1.613000563282041833e-01,-2.010252003048516867e-01,-1.584404726645272446e-02,7.598551385140359660e-01,-9.982683037474557319e-02
-1.294707725518153829e-01,-2.118284462509035515e-01,-2.010717759937415694e-01,-2.190321656410439306e-03,7.447453764702275381e-01,-2.025989487315897897e-01
-1.343095634783335601e-01,-3.639705195075213506e-01,-2.012020701167594738e-01,-9.800634159188118325e-03,7.387947667911503036e-01,-1.625499271875259499e-01
-1.393417203467286480e-01,-1.687796029022653743e-01,-2.002906316604744774e-01,3.056983809224877308e-02,7.002665146719554423e-01,-3.636989077053912611e-01
-1.437520353864560896e-01,-3.575222654114605381e-01,-2.010621382796362322e-01,-6.254219750244732756e-02,7.124464100192375859e-01,1.559161301218106865e-01
-1.489543881038175588e-01,-1.823779812595812400e-01,-2.003633666672000324e-01,2.449671580558496903e-02,6.838175042081829913e-01,-2.119306198498151217e-01
-1.536338521472473406e-01,-2.166752564522449742e-01,-2.004127372955410713e-01,-2.286029651627046778e-03,6.763749381224495316e-01,-1.391367476278992654e-01
-1.582932461943948876e-01,-3.412894256143191862e-01,-2.001331010453036019e-01,2.048268385519225535e-02,6.525521114732938388e-01,-4.710253988182786511e-01
-1.640260693979276319e-01,-1.886593747802735310e-01,-2.003858021965597980e-01,-8.316049441899902792e-03,6.645599737821191733e-01,-1.896576628684835952e-02
-1.687307109180156139e-01,-3.693186738961464211e-01,-2.000413919766144411e-01,2.703651812011398717e-02,6.561172034151383503e-01,-1.704327457140905888e-01
-1.740768176560081315e-01,-1.925828956798612823e-01,-1.995482561631341800e-01,1.776423995588499033e-02,6.436017195701735361e-01,-1.553195592939899949e-01
